name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Baltimore, MD, United States",2024-03-12,72.7,44.9,57.5,72.7,40.8,56.1,28.3,32.9,0,0,0,,0,0,26.7,16.4,264.9,1013.2,34.1,9.9,191,16.4,8,10,2024-03-12T07:21:36,2024-03-12T19:11:03,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-03-13,72.1,40.9,58.7,72.1,40.9,58.7,33.4,41.9,0,0,0,,0,0,16.1,10.2,261.1,1013.4,40.2,9.9,189.9,16.6,8,10,2024-03-13T07:20:02,2024-03-13T19:12:04,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-03-14,77.8,44.2,60.8,77.8,43.8,60.8,37.3,45.7,0,0,0,,0,0,18.3,10.4,178.3,1015.6,37.5,9.9,228.2,19.7,8,10,2024-03-14T07:18:28,2024-03-14T19:13:05,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-03-15,73.8,57.8,65.4,73.8,57.8,65.4,48.5,55.4,0.011,100,16.67,rain,0,0,31.3,18.7,267,1008.8,82.7,9.9,110,9.5,5,10,2024-03-15T07:16:53,2024-03-15T19:14:06,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-03-16,62.5,43.4,53.8,62.5,40.2,53.1,36.8,54.2,0,0,0,,0,0,23,14.9,266.2,1010.6,35.5,9.9,235.3,20.1,9,10,2024-03-16T07:15:19,2024-03-16T19:15:06,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-03-17,66.9,49.7,56.9,66.9,48.1,56.8,38.5,53.8,0,0,0,,0,0,28.7,16.6,252.4,1003.1,64,9.9,162.5,14,7,10,2024-03-17T07:13:44,2024-03-17T19:16:06,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-03-18,52.8,37.4,44.9,52.8,29.8,39.5,22.3,41.2,0,0,0,,0,0,37.7,20.1,298.5,1009.2,55.6,9.9,229.3,19.8,9,10,2024-03-18T07:12:09,2024-03-18T19:17:07,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-03-19,51.2,34,42.2,51.2,26.8,36.4,20.3,42.9,0,0,0,,0,0,31.1,23.2,267.5,1010.4,60.8,9.9,197.2,17.1,9,10,2024-03-19T07:10:33,2024-03-19T19:18:07,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-03-20,67,41.9,50.9,67,35.5,48.5,24.4,37.5,0,0,0,,0,0,40.8,24.7,268.7,1005.9,46.8,9.9,271.8,23.6,10,10,2024-03-20T07:08:58,2024-03-20T19:19:07,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-03-21,47.9,30.5,39.2,42.8,24.7,33.8,13.5,35.7,0,0,0,,0,0,31.1,16.1,297.3,1021.9,26.7,9.9,256.8,22,9,10,2024-03-21T07:07:23,2024-03-21T19:20:06,0.38,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-03-22,47.6,30.6,40.3,44.4,27.8,36.5,23.9,52,0,0,0,,0,0,19.7,11.5,95.1,1026.3,62.4,9.9,127.6,11,7,10,2024-03-22T07:05:47,2024-03-22T19:21:06,0.41,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-03-23,54.8,37.6,45.2,54.8,27.7,41.2,39.6,81.8,1.136,100,50,rain,0,0,37.7,23.2,332.2,1011.5,85.6,6.9,80.7,7.1,4,10,2024-03-23T07:04:12,2024-03-23T19:22:05,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-03-24,49.8,31,39.6,47.1,24.7,34.8,21.7,49.7,0,0,0,,0,0,29.6,15.7,346.1,1024.3,2.6,9.9,258.6,22.5,9,10,2024-03-24T07:02:36,2024-03-24T19:23:05,0.48,Clear,Clear conditions throughout the day.,clear-day,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-03-25,53.1,32.8,43,53.1,29.9,41.1,28.5,57.8,0,0,0,,0,0,20.8,11.6,69.8,1028.6,12.5,9.9,259.8,22.6,9,10,2024-03-25T07:01:01,2024-03-25T19:24:04,0.5,Clear,Clear conditions throughout the day.,clear-day,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-03-26,54.1,36,45.2,54.1,35.7,44,35,68.3,0,0,0,,0,0,16.6,10.1,112.7,1022.1,62.4,9.9,198.1,17.2,9,10,2024-03-26T06:59:25,2024-03-26T19:25:03,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-03-27,46.9,44.1,45.5,46.9,39,43.4,43.4,92.4,0.536,100,50,rain,0,0,15.9,10.7,116,1018.8,100,5.9,35.5,3,2,10,2024-03-27T06:57:50,2024-03-27T19:26:03,0.58,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-03-28,52.5,43.7,48.6,52.5,40,47.5,41,77.9,0.123,100,29.17,rain,0,0,23,12.8,317.6,1015.1,92.3,7.1,50.9,4.4,2,10,2024-03-28T06:56:15,2024-03-28T19:27:02,0.62,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-03-29,61.6,34.9,49.1,61.6,31.9,47.2,26.5,43.5,0,0,0,,0,0,33.8,22.4,290.7,1012.1,16,9.9,272.1,23.5,9,10,2024-03-29T06:54:40,2024-03-29T19:28:01,0.65,Clear,Clear conditions throughout the day.,clear-day,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-03-30,62,36.5,50.7,62,33.3,49.7,31.5,50,0.062,100,4.17,rain,0,0,23.7,12.8,262.2,1011.7,50.3,9.8,135.5,11.7,8,10,2024-03-30T06:53:05,2024-03-30T19:29:00,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-03-31,66.2,43.9,54.2,66.2,41.3,53.8,44.6,72.8,0.016,100,12.5,rain,0,0,19.7,10,326.7,1012.5,52.6,9,202.1,17.5,9,10,2024-03-31T06:51:31,2024-03-31T19:29:59,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-04-01,53.3,50,51.5,53.3,48.9,51.4,48.7,90.3,0.494,100,37.5,rain,0,0,18.1,9.8,71.6,1013.3,95.6,7.4,46.7,4.1,3,10,2024-04-01T06:49:57,2024-04-01T19:30:58,0.75,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-04-02,50.9,47.4,49,50.9,41.3,45.7,47.5,94.8,0.737,100,62.5,rain,0,0,27.1,15.3,75.7,1010.1,98.9,6.2,21.8,1.8,1,10,2024-04-02T06:48:23,2024-04-02T19:31:56,0.79,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-04-03,49,45.9,47.6,45.1,39.7,42.5,46.6,96,0.842,100,75,rain,0,0,34.4,20.1,58.3,998.3,99.2,5.1,23.4,2.1,1,10,2024-04-03T06:46:49,2024-04-03T19:32:55,0.82,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-04-04,52.5,38.3,44.6,52.5,35.1,42.1,39.6,83.2,0.024,100,29.17,rain,0,0,34.8,15.9,285.6,997.6,65.9,9.3,97.9,8.3,6,10,2024-04-04T06:45:16,2024-04-04T19:33:54,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-04-05,53.1,38.9,45.6,53.1,33.9,41.6,32.9,62.3,0,0,0,,0,0,34,20.6,282.1,1007,60.6,9.9,161.4,14.1,6,10,2024-04-05T06:43:43,2024-04-05T19:34:53,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-04-06,55,38.5,47.4,55,32.2,44.3,30.7,53,0,0,0,,0,0,32.2,21.2,297.7,1013.2,59.4,9.9,169.8,14.6,9,10,2024-04-06T06:42:10,2024-04-06T19:35:52,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-04-07,63.6,42.6,53.1,63.6,40.3,52.3,31.9,46.5,0,0,0,,0,0,24.2,15.8,319.2,1018.4,46.6,9.9,292.3,25.3,10,10,2024-04-07T06:40:38,2024-04-07T19:36:51,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-04-08,69.3,37.6,53.3,69.3,37.6,53.2,38,59.4,0,0,0,,0,0,16.3,10.2,126.4,1020.7,43.9,9.9,219.9,19,10,10,2024-04-08T06:39:06,2024-04-08T19:37:50,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-04-09,74.1,44.5,60.2,74.1,43.2,60.1,45.9,62.3,0,0,0,,0,0,11.9,9.9,121.2,1017,59.5,9.9,223,19.3,9,10,2024-04-09T06:37:35,2024-04-09T19:38:48,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-04-10,74.5,56.9,65.3,74.5,56.9,65.3,53.7,67.4,0,0,0,,0,0,13.4,11.1,161.8,1014.6,77.3,9.9,188.7,16.3,10,10,2024-04-10T06:36:04,2024-04-10T19:39:47,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-04-11,69.9,60.3,65.2,69.9,60.3,65.2,59.2,81.4,0.015,100,16.67,rain,0,0,34.8,16.6,142.1,1008.3,89.6,9.7,139.6,12.1,10,10,2024-04-11T06:34:34,2024-04-11T19:40:46,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-04-12,67.3,58.2,62.9,67.3,58.2,62.9,48.8,63.8,0.151,100,20.83,rain,0,0,38.3,22.2,232.4,997.3,90.2,9.6,290.2,25.2,9,10,2024-04-12T06:33:04,2024-04-12T19:41:45,0.13,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-04-13,64.8,52.6,58.9,64.8,52.6,58.9,34.6,41.1,0,0,0,,0,0,44.9,25.7,273,1008.4,52,9.8,276.6,24.1,10,10,2024-04-13T06:31:35,2024-04-13T19:42:44,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-04-14,78.2,43.4,63.4,78.2,43.4,63.4,39.6,44.5,0,0,0,,0,0,37.9,15.8,199.5,1011.8,27.1,9.9,292.5,25.3,9,10,2024-04-14T06:30:07,2024-04-14T19:43:43,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-04-15,83,60.8,72.1,81.8,60.8,71.9,52.5,52,0,0,0,,0,0,18.6,11.4,252,1010,64.8,9.9,292.4,25,10,30,2024-04-15T06:28:39,2024-04-15T19:44:42,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-04-16,73.8,52.4,65.3,73.8,52.4,65.3,39.5,39.8,0,0,0,,0,0,21.9,12.8,72.8,1019.9,44.3,9.9,310.2,26.9,9,10,2024-04-16T06:27:12,2024-04-16T19:45:41,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-04-17,68.4,55.9,62,68.4,55.9,62,50.3,66.2,0.022,100,4.17,rain,0,0,18.3,11.8,110.4,1017.1,73.2,9.9,115.2,10,5,10,2024-04-17T06:25:46,2024-04-17T19:46:40,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"99999913752,C1550,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-04-18,67.5,55.1,60.3,67.5,55.1,60.3,54.6,82.5,0,0,0,,0,0,20.8,13.6,75.8,1015.5,81.5,7.2,160.8,13.9,8,10,2024-04-18T06:24:21,2024-04-18T19:47:39,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-04-19,54.6,49.4,52.2,54.6,45.3,51.6,47,82.5,0.006,100,8.33,rain,0,0,19.2,12.6,95.4,1019.1,99.9,9.8,58.4,5.1,2,10,2024-04-19T06:22:56,2024-04-19T19:48:38,0.36,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-04-20,71.8,54,60.8,71.8,54,60.8,43.3,61.2,0.042,100,8.33,rain,0,0,30.4,17,293.1,1014.7,62.8,8.9,276.3,23.9,10,10,2024-04-20T06:21:32,2024-04-20T19:49:38,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-04-21,55.4,44.3,49.7,55.4,42.3,48.9,28.1,43.3,0,0,0,,0,0,25.3,11.2,335.4,1017.2,62.9,9.9,143,12.4,6,10,2024-04-21T06:20:09,2024-04-21T19:50:37,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-04-22,63.3,37.6,51.1,63.3,35.1,49.9,29.9,46.8,0,0,0,,0,0,23.9,8.6,317.3,1019.1,18.4,9.9,303.3,26.1,10,10,2024-04-22T06:18:47,2024-04-22T19:51:36,0.46,Clear,Clear conditions throughout the day.,clear-day,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-04-23,69.5,39.6,55.3,69.5,39.6,55.3,37.5,55.2,0,0,0,,0,0,25.3,14.9,153.5,1018.2,40.8,9.9,306.7,26.3,10,10,2024-04-23T06:17:26,2024-04-23T19:52:35,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-04-24,72.3,55.6,63.7,72.3,55.6,63.7,42.4,47.5,0,0,0,,0,0,29.2,18.3,284.3,1013.1,63.9,9.9,266.2,23.1,10,10,2024-04-24T06:16:06,2024-04-24T19:53:34,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-04-25,58.9,48.9,54.2,58.9,45.6,53.9,40.3,59.8,0,0,0,,0,0,20.8,10.4,59.8,1024.4,76.9,9.9,195.4,16.9,10,10,2024-04-25T06:14:46,2024-04-25T19:54:33,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-04-26,63.4,39.8,52.8,63.4,39.4,52.4,34.4,54.4,0,0,0,,0,0,23,14.4,101.6,1030,41.4,9.9,313.3,27.1,10,10,2024-04-26T06:13:28,2024-04-26T19:55:32,0.59,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-04-27,57,51.3,53.9,57,51.3,53.9,43.1,67.4,0.017,100,8.33,rain,0,0,21.9,8.4,127.4,1030.5,99.1,9.7,52,4.6,2,10,2024-04-27T06:12:11,2024-04-27T19:56:31,0.63,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-04-28,81.1,52.6,66.3,81.5,52.6,66.4,54.9,68.8,0,0,0,,0,0,15.2,11,173,1021.3,58.3,9.9,301.6,26.1,10,10,2024-04-28T06:10:55,2024-04-28T19:57:30,0.67,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-04-29,88.6,61.1,76.1,87.1,61.1,76,59.5,59.4,0,0,0,,0,0,23,12.4,170.3,1015.4,25.8,9.9,285.9,24.7,10,10,2024-04-29T06:09:39,2024-04-29T19:58:29,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-04-30,84.5,63.6,75.4,83.9,63.6,75.4,57.7,55.3,0,0,0,,0,0,27.6,12.7,218.6,1011.1,49.9,9.9,250.6,21.6,10,10,2024-04-30T06:08:26,2024-04-30T19:59:27,0.74,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-05-01,82.4,62,71.4,81.2,62,71.3,58,66.8,0.241,100,12.5,rain,0,0,18.3,10.3,260.9,1013,50,9.5,301.4,26,10,10,2024-05-01T06:07:13,2024-05-01T20:00:26,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-05-02,89.4,58,74.6,87.2,58,74.3,57.5,59.9,0,0,0,,0,0,21.9,14.3,245.8,1014,25.1,9.8,311.3,26.9,10,10,2024-05-02T06:06:01,2024-05-02T20:01:25,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-05-03,71.6,54,65.1,71.6,54,65.1,52.9,65.3,0.009,100,4.17,rain,0,0,24.2,17.8,86.4,1018.4,63.9,9.9,258.6,22.3,8,10,2024-05-03T06:04:51,2024-05-03T20:02:23,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-05-04,53.4,51.3,52.4,53.4,51.3,52.4,50.4,93,0.423,100,58.33,rain,0,0,22.8,11.1,90.9,1023.6,100,6.4,27.7,2.5,1,10,2024-05-04T06:03:42,2024-05-04T20:03:21,0.88,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-05-05,66,52.3,59,66,52.3,59,58,96.5,0.553,100,45.83,rain,0,0,20.6,11.2,90.5,1020.7,98.5,6.5,48.7,4.3,2,10,2024-05-05T06:02:34,2024-05-05T20:04:19,0.91,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-05-06,71.1,63.1,67,71.1,63.1,67,64.9,93.4,0,0,0,,0,0,13,5.2,88.8,1015,99.5,4.7,88.5,7.7,3,10,2024-05-06T06:01:27,2024-05-06T20:05:17,0.95,Overcast,Cloudy skies throughout the day.,cloudy,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-05-07,76.8,64.3,70,76.8,64.3,70,65.3,86.1,0.005,100,4.17,rain,0,0,13.2,7.3,126.9,1008.4,86.9,7,155.4,13.3,8,10,2024-05-07T06:00:22,2024-05-07T20:06:15,0,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-05-08,85.2,65.3,74.5,84.5,65.3,74.6,63.1,71.4,0.005,100,8.33,rain,0,0,25.4,14.4,239.5,1004.1,68.7,9.3,243.5,21,10,30,2024-05-08T05:59:18,2024-05-08T20:07:12,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-05-09,70.1,59.6,66.1,70.1,59.6,66.1,54.7,67.8,0.02,100,16.67,rain,0,0,18.6,11.5,47.2,1005.5,76.7,9.9,107.3,9.4,4,10,2024-05-09T05:58:16,2024-05-09T20:08:09,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-05-10,61.1,50.1,54.5,61.1,50.1,54.5,51.7,90.3,0.311,100,58.33,rain,0,0,26.4,14.5,74.1,1003.8,98.8,6.5,52.1,4.5,2,10,2024-05-10T05:57:15,2024-05-10T20:09:06,0.08,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-05-11,63.7,47.1,55.2,63.7,45.4,55,44.6,70.1,0.024,100,8.33,rain,0,0,21.9,10,112.1,1010.5,83.4,9.7,208.4,17.9,10,10,2024-05-11T05:56:15,2024-05-11T20:10:02,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-05-12,63,47.3,54.8,63,46.6,54.6,50.8,87,0.232,100,41.67,rain,0,0,25.3,13.3,24.6,1011.4,83.6,9.2,182.3,15.8,10,10,2024-05-12T05:55:17,2024-05-12T20:10:58,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-05-13,73.2,52.4,62.2,73.2,52.4,62.2,53.6,76.6,0,0,0,,0,0,21.9,11.3,161.1,1017.3,63.9,9.2,313.1,26.8,10,10,2024-05-13T05:54:20,2024-05-13T20:11:54,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-05-14,67.2,55.6,62.5,67.2,55.6,62.5,58.8,88.1,0.196,100,20.83,rain,0,0,22.4,8.1,132.6,1014.5,84.6,8.8,72.1,6.2,3,10,2024-05-14T05:53:25,2024-05-14T20:12:49,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-05-15,64.9,57.2,61.7,64.9,57.2,61.7,59.3,92.1,0.135,100,50,rain,0,0,24.2,12,54.8,1007.7,95.8,7.5,72.5,6.3,3,10,2024-05-15T05:52:32,2024-05-15T20:13:44,0.25,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-05-16,75.5,53.7,66.3,75.5,53.7,66.3,56.7,73.7,0,0,0,,0,0,21.9,14.3,340.8,1007.5,56.9,9.9,248.5,21.3,10,10,2024-05-16T05:51:40,2024-05-16T20:14:38,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-05-17,67.3,62.2,64.2,67.3,62.2,64.2,57.3,78.3,0,0,0,,0,0,14.5,8.9,68.8,1013.8,93.9,9.9,101.9,8.9,3,10,2024-05-17T05:50:49,2024-05-17T20:15:32,0.31,Overcast,Cloudy skies throughout the day.,cloudy,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-05-18,64.8,59.2,62.3,64.8,59.2,62.3,59.1,89.4,0.126,100,45.83,rain,0,0,11.4,5.7,111.4,1014.6,96.8,8.9,67.2,5.9,2,10,2024-05-18T05:50:01,2024-05-18T20:16:26,0.34,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-05-19,73.7,61,65.8,73.7,61,65.8,61.1,85.9,0.014,100,12.5,rain,0,0,10.1,5.4,43.1,1015.3,82.3,7.2,135.2,11.8,5,10,2024-05-19T05:49:14,2024-05-19T20:17:18,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-05-20,75.3,58.1,65.4,75.3,58.1,65.4,60,83.5,0,0,0,,0,0,12.5,7.6,104.1,1016.9,76.8,9.9,216.3,18.6,9,10,2024-05-20T05:48:28,2024-05-20T20:18:10,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-05-21,80.4,57,69.7,81.4,57,69.7,60.6,75.4,0,0,0,,0,0,19.7,11.5,153.4,1015.8,35,9.6,283.2,24.4,10,10,2024-05-21T05:47:45,2024-05-21T20:19:02,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
